ID,2003
1,634
2,713
3,454
4,643
5,467
6,436
7,520
8,622
9,388
10,397
11,299
12,509
13,274
14,233
15,359
16,503
17,273
18,138
19,752
20,1880
21,1298
22,591
23,858
24,733
25,236
26,298
27,619
28,368
29,406
30,319
31,804
32,560
33,431
34,536
35,532
36,23
37,159
38,348
39,808
40,429
41,365
42,419
43,504
44,1013
45,163
46,506
47,445
48,465
49,288
50,356
51,206
52,485
53,501
54,492
55,195
56,476
57,537
58,316
59,522
60,308
61,171
62,334
63,365
64,353
65,555
66,240
67,278
68,546
69,479
70,198
71,273
72,678
73,410
74,256
75,268
76,237
77,516
78,440
79,308
80,383
81,710
82,665
83,387
84,525
85,169
86,157
87,570
88,612
89,662
90,405
91,915
92,428
93,362
94,317
95,399
96,345
97,482
98,705
99,443
100,836
101,748
102,296
103,571
104,288
105,520
106,671
107,565
108,354
109,402
110,493
111,516
112,574
113,393
114,415
115,396
116,507
117,479
118,378
119,566
120,753
121,368
122,2801
123,483
124,309
125,572
126,281
127,272
128,310
129,434
130,267
131,248
132,250
133,363
134,566
135,190
136,210
137,1053
138,792
139,312
140,371
141,709
142,280
143,618
144,651
145,570
146,348
147,230
148,683
149,793
150,462
151,315
152,407
153,60
