ID,2001
1,800
2,717
3,640
4,829
5,431
6,509
7,751
8,680
9,323
10,292
11,322
12,655
13,333
14,244
15,415
16,431
17,407
18,196
19,986
20,1448
21,1516
22,650
23,1129
24,837
25,184
26,428
27,836
28,552
29,574
30,567
31,841
32,588
33,385
34,479
35,565
36,77
37,246
38,489
39,697
40,463
41,310
42,422
43,685
44,1202
45,181
46,410
47,661
48,480
49,392
50,458
51,307
52,654
53,592
54,574
55,235
56,565
57,507
58,364
59,443
60,304
61,162
62,371
63,468
64,590
65,769
66,345
67,457
68,716
69,532
70,151
71,309
72,660
73,591
74,301
75,333
76,354
77,404
78,578
79,476
80,457
81,1034
82,692
83,459
84,729
85,232
86,260
87,620
88,900
89,865
90,433
91,1016
92,528
93,475
94,395
95,698
96,382
97,437
98,1004
99,571
100,977
101,1210
102,280
103,830
104,279
105,535
106,879
107,741
108,453
109,507
110,584
111,588
112,752
113,639
114,663
115,558
116,767
117,572
118,342
119,554
120,932
121,524
122,3920
123,453
124,349
125,306
126,371
127,255
128,511
129,456
130,345
131,265
132,261
133,308
134,685
135,199
136,251
137,1046
138,359
139,436
140,536
141,962
142,353
143,729
144,634
145,751
146,371
147,233
148,989
149,1092
150,619
151,299
152,478
153,58
