ID,2006
1,604
2,493
3,326
4,503
5,371
6,439
7,463
8,425
9,315
10,199
11,266
12,495
13,348
14,239
15,291
16,307
17,153
18,205
19,592
20,1367
21,1116
22,459
23,637
24,608
25,191
26,284
27,497
28,293
29,349
30,316
31,609
32,452
33,417
34,323
35,482
36,47
37,209
38,322
39,750
40,280
41,411
42,379
43,461
44,691
45,196
46,418
47,368
48,444
49,493
50,291
51,143
52,401
53,317
54,489
55,192
56,402
57,450
58,253
59,375
60,268
61,160
62,206
63,332
64,325
65,476
66,225
67,213
68,342
69,325
70,305
71,200
72,476
73,235
74,160
75,196
76,249
77,400
78,385
79,235
80,415
81,546
82,499
83,306
84,453
85,177
86,119
87,433
88,444
89,536
90,268
91,853
92,273
93,242
94,359
95,435
96,352
97,407
98,529
99,418
100,669
101,493
102,226
103,548
104,196
105,364
106,572
107,445
108,309
109,331
110,505
111,374
112,384
113,467
114,331
115,316
116,374
117,374
118,304
119,393
120,604
121,271
122,1873
123,349
124,241
125,411
126,246
127,160
128,339
129,353
130,205
131,118
132,234
133,391
134,506
135,174
136,121
137,713
138,373
139,240
140,303
141,667
142,238
143,371
144,542
145,378
146,313
147,195
148,444
149,540
150,415
151,253
152,339
153,54
