ID,2008
1,651
2,485
3,289
4,492
5,392
6,401
7,417
8,378
9,292
10,230
11,257
12,462
13,303
14,157
15,212
16,370
17,318
18,117
19,645
20,999
21,668
22,514
23,651
24,506
25,176
26,221
27,464
28,288
29,303
30,257
31,638
32,461
33,361
34,370
35,398
36,105
37,141
38,296
39,662
40,237
41,252
42,498
43,384
44,532
45,155
46,394
47,331
48,597
49,432
50,274
51,174
52,377
53,275
54,392
55,244
56,442
57,299
58,255
59,428
60,176
61,212
62,189
63,317
64,253
65,405
66,200
67,212
68,368
69,412
70,169
71,214
72,459
73,238
74,152
75,186
76,268
77,315
78,341
79,311
80,429
81,431
82,360
83,442
84,443
85,118
86,180
87,463
88,443
89,465
90,300
91,755
92,301
93,234
94,243
95,361
96,374
97,435
98,448
99,326
100,669
101,430
102,238
103,644
104,193
105,476
106,495
107,380
108,266
109,281
110,464
111,293
112,392
113,447
114,275
115,291
116,357
117,372
118,316
119,375
120,620
121,233
122,1613
123,390
124,257
125,456
126,265
127,179
128,260
129,325
130,215
131,166
132,163
133,181
134,563
135,145
136,159
137,733
138,388
139,234
140,361
141,613
142,141
143,389
144,455
145,419
146,264
147,166
148,377
149,508
150,416
151,228
152,309
153,18
