ID,2009
1,581
2,400
3,268
4,427
5,351
6,279
7,359
8,326
9,285
10,244
11,167
12,425
13,241
14,185
15,217
16,334
17,360
18,127
19,568
20,923
21,886
22,438
23,541
24,570
25,173
26,280
27,412
28,244
29,276
30,247
31,491
32,375
33,350
34,332
35,377
36,42
37,240
38,239
39,751
40,257
41,272
42,498
43,343
44,482
45,252
46,380
47,299
48,515
49,410
50,254
51,171
52,329
53,283
54,321
55,239
56,461
57,360
58,244
59,389
60,211
61,166
62,163
63,290
64,223
65,351
66,165
67,138
68,333
69,355
70,162
71,262
72,534
73,202
74,132
75,195
76,300
77,325
78,341
79,175
80,410
81,399
82,323
83,345
84,374
85,182
86,195
87,375
88,348
89,381
90,361
91,781
92,210
93,251
94,220
95,464
96,359
97,374
98,568
99,466
100,558
101,377
102,225
103,472
104,176
105,356
106,419
107,356
108,260
109,325
110,435
111,304
112,325
113,355
114,243
115,240
116,297
117,373
118,349
119,440
120,475
121,203
122,1385
123,369
124,272
125,412
126,210
127,244
128,209
129,342
130,211
131,232
132,129
133,229
134,466
135,147
136,202
137,767
138,513
139,231
140,328
141,514
142,171
143,461
144,561
145,325
146,219
147,173
148,316
149,414
150,342
151,208
152,292
153,81
