ID,2010
1,557
2,396
3,282
4,379
5,258
6,384
7,328
8,397
9,235
10,205
11,203
12,387
13,238
14,195
15,214
16,280
17,188
18,166
19,570
20,939
21,1011
22,397
23,518
24,466
25,170
26,256
27,390
28,248
29,272
30,298
31,596
32,352
33,327
34,342
35,386
36,54
37,239
38,229
39,798
40,268
41,229
42,410
43,348
44,475
45,206
46,339
47,296
48,529
49,377
50,410
51,126
52,347
53,310
54,324
55,202
56,470
57,410
58,221
59,442
60,214
61,165
62,167
63,285
64,186
65,334
66,147
67,138
68,330
69,335
70,186
71,210
72,504
73,209
74,136
75,154
76,276
77,551
78,314
79,159
80,346
81,366
82,333
83,343
84,328
85,225
86,124
87,403
88,346
89,377
90,287
91,780
92,178
93,237
94,231
95,408
96,334
97,350
98,389
99,574
100,535
101,291
102,230
103,552
104,143
105,369
106,409
107,362
108,203
109,357
110,378
111,318
112,297
113,398
114,248
115,239
116,297
117,364
118,340
119,328
120,505
121,203
122,1234
123,384
124,250
125,443
126,179
127,261
128,240
129,331
130,257
131,161
132,158
133,183
134,474
135,158
136,179
137,701
138,405
139,204
140,266
141,448
142,149
143,609
144,682
145,302
146,202
147,173
148,303
149,332
150,358
151,162
152,301
153,63
