ID,2002
1,767
2,712
3,540
4,716
5,507
6,518
7,621
8,699
9,344
10,417
11,248
12,577
13,341
14,228
15,377
16,575
17,255
18,228
19,780
20,2031
21,1490
22,669
23,951
24,948
25,161
26,367
27,666
28,439
29,454
30,416
31,1100
32,643
33,478
34,596
35,552
36,50
37,193
38,407
39,655
40,421
41,352
42,435
43,515
44,918
45,186
46,499
47,546
48,416
49,472
50,397
51,157
52,523
53,470
54,599
55,254
56,427
57,482
58,292
59,583
60,367
61,183
62,313
63,439
64,362
65,655
66,289
67,452
68,616
69,488
70,225
71,247
72,691
73,390
74,263
75,317
76,301
77,396
78,516
79,402
80,426
81,837
82,690
83,401
84,600
85,235
86,240
87,543
88,747
89,642
90,428
91,1188
92,517
93,333
94,310
95,459
96,448
97,483
98,773
99,551
100,994
101,998
102,322
103,593
104,193
105,469
106,791
107,630
108,373
109,398
110,604
111,564
112,648
113,591
114,511
115,502
116,559
117,525
118,363
119,561
120,886
121,449
122,3351
123,462
124,378
125,404
126,341
127,280
128,378
129,467
130,302
131,272
132,270
133,284
134,543
135,298
136,228
137,1101
138,366
139,399
140,439
141,863
142,400
143,566
144,461
145,616
146,375
147,208
148,776
149,1012
150,543
151,303
152,304
153,109
