ID,2004
1,614
2,497
3,446
4,569
5,482
6,366
7,484
8,625
9,392
10,293
11,319
12,450
13,205
14,185
15,247
16,460
17,248
18,154
19,729
20,1572
21,945
22,487
23,757
24,601
25,222
26,308
27,582
28,343
29,375
30,266
31,965
32,470
33,419
34,459
35,477
36,69
37,223
38,342
39,629
40,348
41,307
42,327
43,417
44,956
45,157
46,421
47,409
48,347
49,514
50,372
51,147
52,369
53,389
54,505
55,180
56,479
57,478
58,277
59,474
60,287
61,159
62,127
63,394
64,391
65,530
66,201
67,238
68,460
69,424
70,186
71,244
72,670
73,305
74,194
75,220
76,314
77,446
78,398
79,294
80,426
81,733
82,547
83,349
84,498
85,140
86,143
87,448
88,539
89,531
90,368
91,910
92,390
93,329
94,281
95,465
96,342
97,364
98,547
99,452
100,749
101,661
102,341
103,502
104,200
105,405
106,594
107,478
108,278
109,342
110,504
111,431
112,532
113,414
114,369
115,358
116,537
117,401
118,275
119,541
120,640
121,328
122,2268
123,386
124,252
125,613
126,265
127,200
128,288
129,369
130,236
131,204
132,226
133,187
134,501
135,146
136,194
137,881
138,595
139,283
140,323
141,699
142,230
143,775
144,474
145,496
146,316
147,198
148,579
149,651
150,429
151,240
152,335
153,70
